1A2K,C:AB,-9.113813682
1ACB,E:I,-11.95752768
1AHW,AB:C,-12.40578987
1AK4,A:D,-8.943255549
1AKJ,AB:DE,-9.206982052
1ATN,A:D,-9.884331849
1AVX,A:B,-12.4466323
1AVZ,B:C,-9.87631571
1AY7,A:B,-10.05658205
1B6C,A:B,-9.055622215
1BJ1,HL:VW,-12.35960788
1BRS,A:D,-10.87017906
1BUH,A:B,-11.37369661
1BVK,DE:F,-11.66261954
1BVN,P:T,-13.82831272
1CBW,ABC:D,-12.37188231
1DFJ,E:I,-14.63592247
1DQJ,AB:C,-13.91147706
1E4K,AB:C,-11.33977346
1E6E,A:B,-8.582464821
1E6J,HL:P,-11.17164426
1E96,A:B,-9.147406776
1EAW,A:B,-11.92625081
1EER,A:BC,-13.13277885
1EFN,B:A,-10.30730671
1EMV,A:B,-13.44318999
1EWY,A:C,-11.21226487
1EZU,C:AB,-11.35808481
1F34,A:B,-13.54251445
1F6M,A:C,-11.98720197
1FC2,C:D,-10.97488642
1FFW,A:B,-9.443490089
1FLE,E:I,-11.74421526
1FQJ,A:B,-9.482740352
1FSK,BC:A,-11.37588153
1GCQ,B:C,-10.07798475
1GL1,A:I,-11.49486711
1GLA,G:F,-9.66695349
1GPW,A:B,-10.43565317
1GRN,A:B,-11.4656273
1GXD,A:C,-11.06822028
1H1V,A:G,-10.16074009
1H9D,A:B,-11.24026945
1HCF,AB:X,-10.934735
1HE8,B:A,-10.31769893
1HIA,AB:I,-12.66151246
1I2M,A:B,-11.43067597
1I4D,D:AB,-10.60291222
1IB1,AB:E,-8.780432787
1IBR,A:B,-8.726403766
1IJK,A:BC,-10.75626279
1IQD,AB:C,-11.16227635
1J2J,A:B,-9.90477622
1JIW,P:I,-12.94707128
1JMO,A:HL,-12.07894136
1JPS,HL:T,-11.21481372
1JTG,B:A,-14.08516128
1JWH,CD:A,-9.747134561
1K5D,AB:C,-9.458845659
1KAC,A:B,-10.98229186
1KKL,ABC:H,-11.48775627
1KLU,AB:D,-11.22962461
1KTZ,A:B,-10.14343152
1KXP,A:D,-11.89978235
1KXQ,H:A,-12.02079509
1LFD,B:A,-10.53242012
1M10,A:B,-10.42959015
1MAH,A:F,-10.53883767
1MLC,AB:E,-11.79796733
1MQ8,A:B,-10.10136425
1NB5,AP:I,-10.20872545
1NCA,HL:N,-11.18986567
1NSN,HL:S,-13.08555698
1NVU,Q:S,-10.09479445
1NW9,B:A,-11.69415703
1OC0,A:B,-10.7841142
1OPH,A:B,-10.71541494
1P2C,AB:C,-11.8896733
1PPE,E:I,-11.83435217
1PVH,A:B,-11.53363736
1PXV,A:C,-10.70423632
1QA9,A:B,-8.933505425
1R0R,E:I,-11.92284262
1R6Q,A:C,-10.3580909
1RLB,ABCD:E,-12.34711449
1RV6,VW:X,-11.21282676
1S1Q,A:B,-8.898363105
1T6B,X:Y,-12.71038681
1US7,A:B,-9.505878094
1UUG,A:B,-10.97950751
1VFB,AB:C,-11.68898373
1WEJ,HL:F,-10.4107495
1WQ1,R:G,-10.8538921
1XD3,A:B,-9.360477829
1XQS,A:C,-9.809731203
1XU1,ABD:T,-10.03473965
1YVB,A:I,-11.20602555
1Z0K,A:B,-11.01762995
1ZHI,A:B,-9.941899442
1ZLI,A:B,-11.74678534
2A9K,A:B,-9.729694555
2ABZ,B:E,-11.98529139
2AJF,A:E,-11.91781741
2AQ3,A:B,-9.976118755
2B42,A:B,-11.24456569
2B4J,AB:C,-8.780195549
2BTF,A:P,-10.97652768
2C0L,A:B,-10.56054632
2FJU,B:A,-10.9788519
2HLE,A:B,-10.88615112
2HQS,A:B,-11.13650525
2HRK,A:B,-9.585646898
2I25,L:N,-11.45864733
2I9B,E:A,-12.38699689
2J0T,A:D,-13.34228303
2JEL,HL:P,-12.14126877
2MTA,HL:A,-9.39511378
2NYZ,AB:D,-11.33734378
2O3B,A:B,-9.689837447
2OOB,A:B,-9.030896071
2OOR,AB:C,-11.55142438
2OUL,A:B,-10.15146614
2OZA,B:A,-14.74091548
2PCB,A:B,-9.196361939
2PCC,A:B,-9.480190295
2PTC,E:I,-12.40641632
2SIC,E:I,-12.88498476
2SNI,E:I,-11.18624569
2TGP,Z:I,-12.36036651
2UUY,A:B,-11.74880458
2VDB,A:B,-10.81650027
2VIR,AB:C,-12.87341083
2VIS,AB:C,-12.99208408
2WPT,A:B,-13.43597599
3BP8,AB:C,-10.94036577
3BZD,A:B,-10.3394873
3CPH,G:A,-10.04705344
3SGB,E:I,-10.46637437
4CPA,A:I,-12.17541768
